0,TRUE
1,TRUE
2,TRUE
3,TRUE
4,TRUE
5,TRUE
6,TRUE
7,TRUE
8,TRUE
9,TRUE
10,TRUE
11,TRUE
12,TRUE
13,FALSE
14,TRUE
15,TRUE
16,TRUE
17,TRUE
18,FALSE
19,TRUE
20,TRUE
21,TRUE
22,TRUE
23,TRUE
24,TRUE
25,TRUE
26,TRUE
27,TRUE
28,TRUE
29,TRUE
30,TRUE
31,TRUE
32,TRUE
33,TRUE
34,FALSE
35,FALSE
36,FALSE
37,TRUE
38,TRUE
39,TRUE
40,TRUE
41,TRUE
42,TRUE
43,TRUE
44,TRUE
45,TRUE
46,TRUE
47,TRUE
48,TRUE
49,FALSE
50,TRUE
51,TRUE
52,FALSE
53,TRUE
54,TRUE
55,TRUE
56,TRUE
57,TRUE
58,FALSE
59,TRUE
60,TRUE
61,TRUE
62,TRUE
63,TRUE
64,TRUE
65,TRUE
66,FALSE
67,TRUE
68,FALSE
69,TRUE
70,TRUE
71,FALSE
72,FALSE
73,TRUE
74,TRUE
75,TRUE
76,TRUE
77,TRUE
78,TRUE
79,FALSE
80,TRUE
81,TRUE
82,TRUE
83,TRUE
84,TRUE
85,TRUE
86,FALSE
87,TRUE
88,TRUE
89,TRUE
90,TRUE
91,TRUE
92,TRUE
93,TRUE
94,TRUE
95,TRUE
96,TRUE
97,TRUE
98,TRUE
99,TRUE
100,TRUE
101,TRUE
102,FALSE
103,TRUE
104,TRUE
105,TRUE
106,FALSE
107,TRUE
108,TRUE
109,TRUE
110,TRUE
111,TRUE
112,TRUE
113,TRUE
114,TRUE
115,TRUE
116,TRUE
117,TRUE
118,TRUE
119,TRUE
120,TRUE
121,TRUE
122,TRUE
123,TRUE
124,TRUE
125,TRUE
126,TRUE
127,TRUE
128,TRUE
129,TRUE
130,TRUE
131,TRUE
132,TRUE
133,TRUE
134,TRUE
135,TRUE
136,TRUE
137,FALSE
138,TRUE
139,FALSE
140,TRUE
141,TRUE
142,TRUE
143,TRUE
144,FALSE
145,TRUE
146,TRUE
147,TRUE
148,TRUE
149,TRUE
150,TRUE
151,TRUE
152,TRUE
153,TRUE
154,TRUE
155,FALSE
156,TRUE
157,TRUE
158,TRUE
159,TRUE
160,TRUE
161,TRUE
162,FALSE
163,TRUE
164,TRUE
165,TRUE
166,FALSE
167,TRUE
168,TRUE
169,TRUE
170,TRUE
171,TRUE
172,TRUE
173,TRUE
174,TRUE
175,FALSE
176,FALSE
177,TRUE
178,TRUE
179,FALSE
180,TRUE
181,TRUE
182,TRUE
183,FALSE
184,TRUE
185,TRUE
186,FALSE
187,TRUE
188,TRUE
189,TRUE
190,TRUE
191,TRUE
192,TRUE
193,TRUE
194,TRUE
195,FALSE
196,TRUE
197,TRUE
198,TRUE
199,TRUE
200,TRUE
201,TRUE
202,TRUE
203,FALSE
204,TRUE
205,TRUE
206,FALSE
207,TRUE
208,TRUE
209,TRUE
210,TRUE
211,TRUE
212,FALSE
213,TRUE
214,TRUE
215,TRUE
216,TRUE
217,TRUE
218,TRUE
219,FALSE
220,TRUE
221,FALSE
222,TRUE
223,TRUE
224,TRUE
225,TRUE
226,TRUE
227,TRUE
228,TRUE
229,TRUE
230,FALSE
231,TRUE
232,TRUE
233,FALSE
234,TRUE
235,TRUE
236,TRUE
237,TRUE
238,TRUE
239,TRUE
240,FALSE
241,TRUE
242,TRUE
243,FALSE
244,TRUE
245,TRUE
246,TRUE
247,FALSE
248,TRUE
249,TRUE
250,TRUE
251,TRUE
252,FALSE
253,TRUE
254,TRUE
255,TRUE
256,TRUE
257,TRUE
258,TRUE
259,TRUE
260,FALSE
261,TRUE
262,FALSE
263,TRUE
264,TRUE
265,TRUE
266,TRUE
267,TRUE
268,TRUE
269,TRUE
270,TRUE
271,TRUE
272,TRUE
273,TRUE
274,TRUE
275,TRUE
276,TRUE
277,FALSE
278,TRUE
279,TRUE
280,TRUE
281,TRUE
282,TRUE
283,TRUE
284,FALSE
285,TRUE
286,FALSE
287,TRUE
288,TRUE
289,TRUE
290,FALSE
291,TRUE
292,TRUE
293,TRUE
294,TRUE
295,FALSE
296,TRUE
297,TRUE
298,TRUE
299,TRUE
300,TRUE
301,FALSE
302,TRUE
303,FALSE
304,TRUE
305,TRUE
306,TRUE
307,TRUE
308,TRUE
309,TRUE
310,FALSE
311,TRUE
312,TRUE
313,TRUE
314,TRUE
315,TRUE
316,TRUE
317,TRUE
318,TRUE
319,TRUE
320,TRUE
321,TRUE
322,TRUE
323,TRUE
324,FALSE
325,TRUE
326,TRUE
327,TRUE
328,FALSE
329,TRUE
330,TRUE
331,TRUE
332,TRUE
333,TRUE
334,TRUE
335,TRUE
336,TRUE
337,TRUE
338,TRUE
339,TRUE
340,TRUE
341,TRUE
